City	Edition	Sport	Discipline		NOC	Gender		Event_gender	Medal
Moscow	1980	Gymnastics	Artistic G.		GDR	Women		W	Bronze
Moscow	1980	Gymnastics	Artistic G.		URS	Women		W	Gold
Moscow	1980	Gymnastics	Artistic G.		URS	Women		W	Gold
Moscow	1980	Gymnastics	Artistic G.		URS	Women		W	Gold
Moscow	1980	Gymnastics	Artistic G.		URS	Women		W	Gold
Moscow	1980	Gymnastics	Artistic G.		URS	Women		W	Gold
Moscow	1980	Gymnastics	Artistic G.		URS	Women		W	Gold
Moscow	1980	Gymnastics	Artistic G.		ROU	Women		W	Silver
Moscow	1980	Gymnastics	Artistic G.		ROU	Women		W	Silver
Moscow	1980	Gymnastics	Artistic G.		ROU	Women		W	Silver
Moscow	1980	Gymnastics	Artistic G.		ROU	Women		W	Silver
Moscow	1980	Gymnastics	Artistic G.		ROU	Women		W	Silver
Moscow	1980	Gymnastics	Artistic G.		ROU	Women		W	Silver
Moscow	1980	Gymnastics	Artistic G.		URS	Women		W	Bronze
Moscow	1980	Gymnastics	Artistic G.		GDR	Women		W	Bronze
Moscow	1980	Gymnastics	Artistic G.		ROU	Women		W	Bronze
Moscow	1980	Gymnastics	Artistic G.		GDR	Women		W	Gold
Moscow	1980	Gymnastics	Artistic G.		ROU	Women		W	Silver
Moscow	1980	Gymnastics	Artistic G.		GDR	Men		M	Bronze
Moscow	1980	Gymnastics	Artistic G.		URS	Men		M	Gold
Moscow	1980	Gymnastics	Artistic G.		URS	Men		M	Silver
Moscow	1980	Gymnastics	Artistic G.		ROU	Women		W	Bronze
Moscow	1980	Gymnastics	Artistic G.		URS	Women		W	Gold
Moscow	1980	Gymnastics	Artistic G.		GDR	Women		W	Silver
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		ROU	Men		M	Bronze
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		GDR	Men		M	Gold
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		URS	Men		M	Silver
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		GDR	Women		W	Bronze
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		URS	Women		W	Gold
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Handball	Handball		YUG	Women		W	Silver
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		URS	Men		M	Bronze
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		IND	Men		M	Gold
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		ESP	Men		M	Silver
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		URS	Women		W	Bronze
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		ZIM	Women		W	Gold
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Hockey	Hockey		TCH	Women		W	Silver
Moscow	1980	Judo	Judo		URS	Men		M	Bronze
Moscow	1980	Judo	Judo		HUN	Men		M	Bronze
Moscow	1980	Judo	Judo		FRA	Men		M	Gold
Moscow	1980	Judo	Judo		CUB	Men		M	Silver
Moscow	1980	Judo	Judo		TCH	Men		M	Bronze
Moscow	1980	Judo	Judo		YUG	Men		M	Bronze
Moscow	1980	Judo	Judo		FRA	Men		M	Gold
Moscow	1980	Judo	Judo		BUL	Men		M	Silver
Moscow	1980	Judo	Judo		BUL	Men		M	Bronze
Moscow	1980	Judo	Judo		POL	Men		M	Bronze
Moscow	1980	Judo	Judo		URS	Men		M	Gold
Moscow	1980	Judo	Judo		MGL	Men		M	Silver
Moscow	1980	Judo	Judo		MGL	Men		M	Bronze
Moscow	1980	Judo	Judo		GDR	Men		M	Bronze
Moscow	1980	Judo	Judo		ITA	Men		M	Gold
Moscow	1980	Judo	Judo		GBR	Men		M	Silver
Moscow	1980	Judo	Judo		GDR	Men		M	Bronze
Moscow	1980	Judo	Judo		FRA	Men		M	Bronze
Moscow	1980	Judo	Judo		URS	Men		M	Gold
Moscow	1980	Judo	Judo		CUB	Men		M	Silver
Moscow	1980	Judo	Judo		GDR	Men		M	Bronze
Moscow	1980	Judo	Judo		URS	Men		M	Bronze
Moscow	1980	Judo	Judo		SUI	Men		M	Gold
Moscow	1980	Judo	Judo		CUB	Men		M	Silver
Moscow	1980	Judo	Judo		GDR	Men		M	Bronze
Moscow	1980	Judo	Judo		NED	Men		M	Bronze
Moscow	1980	Judo	Judo		BEL	Men		M	Gold
Moscow	1980	Judo	Judo		URS	Men		M	Silver
Moscow	1980	Judo	Judo		GBR	Men		M	Bronze
Moscow	1980	Judo	Judo		HUN	Men		M	Bronze
Moscow	1980	Judo	Judo		GDR	Men		M	Gold
Moscow	1980	Judo	Judo		FRA	Men		M	Silver
Moscow	1980	Modern Pentathlon	Modern Pentath.		URS	Men		M	Bronze
Moscow	1980	Modern Pentathlon	Modern Pentath.		URS	Men		M	Gold
Moscow	1980	Modern Pentathlon	Modern Pentath.		HUN	Men		M	Silver
Moscow	1980	Modern Pentathlon	Modern Pentath.		SWE	Men		M	Bronze
Moscow	1980	Modern Pentathlon	Modern Pentath.		SWE	Men		M	Bronze
Moscow	1980	Modern Pentathlon	Modern Pentath.		SWE	Men		M	Bronze
Moscow	1980	Modern Pentathlon	Modern Pentath.		URS	Men		M	Gold
Moscow	1980	Modern Pentathlon	Modern Pentath.		URS	Men		M	Gold
Moscow	1980	Modern Pentathlon	Modern Pentath.		URS	Men		M	Gold
Moscow	1980	Modern Pentathlon	Modern Pentath.		HUN	Men		M	Silver
Moscow	1980	Modern Pentathlon	Modern Pentath.		HUN	Men		M	Silver
Moscow	1980	Modern Pentathlon	Modern Pentath.		HUN	Men		M	Silver
Moscow	1980	Rowing	Rowing		GBR	Men		M	Bronze
Moscow	1980	Rowing	Rowing		GBR	Men		M	Bronze
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		TCH	Men		M	Bronze
Moscow	1980	Rowing	Rowing		TCH	Men		M	Bronze
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		YUG	Men		M	Silver
Moscow	1980	Rowing	Rowing		YUG	Men		M	Silver
Moscow	1980	Rowing	Rowing		ROU	Women		W	Bronze
Moscow	1980	Rowing	Rowing		ROU	Women		W	Bronze
Moscow	1980	Rowing	Rowing		URS	Women		W	Gold
Moscow	1980	Rowing	Rowing		URS	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Silver
Moscow	1980	Rowing	Rowing		GDR	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Bronze
Moscow	1980	Rowing	Rowing		URS	Men		M	Bronze
Moscow	1980	Rowing	Rowing		URS	Men		M	Bronze
Moscow	1980	Rowing	Rowing		URS	Men		M	Bronze
Moscow	1980	Rowing	Rowing		URS	Men		M	Bronze
Moscow	1980	Rowing	Rowing		URS	Men		M	Bronze
Moscow	1980	Rowing	Rowing		URS	Men		M	Bronze
Moscow	1980	Rowing	Rowing		URS	Men		M	Bronze
Moscow	1980	Rowing	Rowing		URS	Men		M	Bronze
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GBR	Men		M	Silver
Moscow	1980	Rowing	Rowing		GBR	Men		M	Silver
Moscow	1980	Rowing	Rowing		GBR	Men		M	Silver
Moscow	1980	Rowing	Rowing		GBR	Men		M	Silver
Moscow	1980	Rowing	Rowing		GBR	Men		M	Silver
Moscow	1980	Rowing	Rowing		GBR	Men		M	Silver
Moscow	1980	Rowing	Rowing		GBR	Men		M	Silver
Moscow	1980	Rowing	Rowing		GBR	Men		M	Silver
Moscow	1980	Rowing	Rowing		GBR	Men		M	Silver
Moscow	1980	Rowing	Rowing		ROU	Women		W	Bronze
Moscow	1980	Rowing	Rowing		ROU	Women		W	Bronze
Moscow	1980	Rowing	Rowing		ROU	Women		W	Bronze
Moscow	1980	Rowing	Rowing		ROU	Women		W	Bronze
Moscow	1980	Rowing	Rowing		ROU	Women		W	Bronze
Moscow	1980	Rowing	Rowing		ROU	Women		W	Bronze
Moscow	1980	Rowing	Rowing		ROU	Women		W	Bronze
Moscow	1980	Rowing	Rowing		ROU	Women		W	Bronze
Moscow	1980	Rowing	Rowing		ROU	Women		W	Bronze
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		GBR	Men		M	Bronze
Moscow	1980	Rowing	Rowing		GBR	Men		M	Bronze
Moscow	1980	Rowing	Rowing		GBR	Men		M	Bronze
Moscow	1980	Rowing	Rowing		GBR	Men		M	Bronze
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		POL	Men		M	Bronze
Moscow	1980	Rowing	Rowing		POL	Men		M	Bronze
Moscow	1980	Rowing	Rowing		POL	Men		M	Bronze
Moscow	1980	Rowing	Rowing		POL	Men		M	Bronze
Moscow	1980	Rowing	Rowing		POL	Men		M	Bronze
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Bronze
Moscow	1980	Rowing	Rowing		URS	Women		W	Bronze
Moscow	1980	Rowing	Rowing		URS	Women		W	Bronze
Moscow	1980	Rowing	Rowing		URS	Women		W	Bronze
Moscow	1980	Rowing	Rowing		URS	Women		W	Bronze
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		BUL	Women		W	Silver
Moscow	1980	Rowing	Rowing		BUL	Women		W	Silver
Moscow	1980	Rowing	Rowing		BUL	Women		W	Silver
Moscow	1980	Rowing	Rowing		BUL	Women		W	Silver
Moscow	1980	Rowing	Rowing		BUL	Women		W	Silver
Moscow	1980	Rowing	Rowing		BUL	Women		W	Bronze
Moscow	1980	Rowing	Rowing		BUL	Women		W	Bronze
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		POL	Women		W	Silver
Moscow	1980	Rowing	Rowing		POL	Women		W	Silver
Moscow	1980	Rowing	Rowing		YUG	Men		M	Bronze
Moscow	1980	Rowing	Rowing		YUG	Men		M	Bronze
Moscow	1980	Rowing	Rowing		YUG	Men		M	Bronze
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		BUL	Women		W	Bronze
Moscow	1980	Rowing	Rowing		BUL	Women		W	Bronze
Moscow	1980	Rowing	Rowing		BUL	Women		W	Bronze
Moscow	1980	Rowing	Rowing		BUL	Women		W	Bronze
Moscow	1980	Rowing	Rowing		BUL	Women		W	Bronze
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		GDR	Women		W	Gold
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Rowing	Rowing		BUL	Men		M	Bronze
Moscow	1980	Rowing	Rowing		BUL	Men		M	Bronze
Moscow	1980	Rowing	Rowing		BUL	Men		M	Bronze
Moscow	1980	Rowing	Rowing		BUL	Men		M	Bronze
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		GDR	Men		M	Gold
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		GDR	Men		M	Bronze
Moscow	1980	Rowing	Rowing		FIN	Men		M	Gold
Moscow	1980	Rowing	Rowing		URS	Men		M	Silver
Moscow	1980	Rowing	Rowing		GDR	Women		W	Bronze
Moscow	1980	Rowing	Rowing		ROU	Women		W	Gold
Moscow	1980	Rowing	Rowing		URS	Women		W	Silver
Moscow	1980	Sailing	Sailing		FIN	Men		M	Bronze
Moscow	1980	Sailing	Sailing		FIN	Men		M	Bronze
Moscow	1980	Sailing	Sailing		BRA	Men		M	Gold
Moscow	1980	Sailing	Sailing		BRA	Men		M	Gold
Moscow	1980	Sailing	Sailing		GDR	Men		M	Silver
Moscow	1980	Sailing	Sailing		GDR	Men		M	Silver
Moscow	1980	Sailing	Sailing		GRE	Men		X	Bronze
Moscow	1980	Sailing	Sailing		GRE	Men		X	Bronze
Moscow	1980	Sailing	Sailing		GRE	Men		X	Bronze
Moscow	1980	Sailing	Sailing		DEN	Men		X	Gold
Moscow	1980	Sailing	Sailing		DEN	Men		X	Gold
Moscow	1980	Sailing	Sailing		DEN	Men		X	Gold
Moscow	1980	Sailing	Sailing		URS	Men		X	Silver
Moscow	1980	Sailing	Sailing		URS	Men		X	Silver
Moscow	1980	Sailing	Sailing		URS	Men		X	Silver
Moscow	1980	Sailing	Sailing		HUN	Men		X	Bronze
Moscow	1980	Sailing	Sailing		HUN	Men		X	Bronze
Moscow	1980	Sailing	Sailing		ESP	Men		X	Gold
Moscow	1980	Sailing	Sailing		ESP	Men		X	Gold
Moscow	1980	Sailing	Sailing		IRL	Men		X	Silver
Moscow	1980	Sailing	Sailing		IRL	Men		X	Silver
Moscow	1980	Sailing	Sailing		URS	Men		M	Bronze
Moscow	1980	Sailing	Sailing		FIN	Men		M	Gold
Moscow	1980	Sailing	Sailing		AUT	Men		M	Silver
Moscow	1980	Sailing	Sailing		SWE	Men		X	Bronze
Moscow	1980	Sailing	Sailing		SWE	Men		X	Bronze
Moscow	1980	Sailing	Sailing		BRA	Men		X	Gold
Moscow	1980	Sailing	Sailing		BRA	Men		X	Gold
Moscow	1980	Sailing	Sailing		DEN	Men		X	Silver
Moscow	1980	Sailing	Sailing		DEN	Men		X	Silver
Moscow	1980	Sailing	Sailing		ITA	Men		X	Bronze
Moscow	1980	Sailing	Sailing		ITA	Men		X	Bronze
Moscow	1980	Sailing	Sailing		URS	Men		X	Gold
Moscow	1980	Sailing	Sailing		URS	Men		X	Gold
Moscow	1980	Sailing	Sailing		AUT	Men		X	Silver
Moscow	1980	Sailing	Sailing		AUT	Men		X	Silver
Moscow	1980	Shooting	Shooting		AUT	Men		X	Bronze
Moscow	1980	Shooting	Shooting		ROU	Men		X	Gold
Moscow	1980	Shooting	Shooting		GDR	Men		X	Silver
Moscow	1980	Shooting	Shooting		BUL	Men		X	Bronze
Moscow	1980	Shooting	Shooting		URS	Men		X	Gold
